분류|대출건수합계|평균대출건수
652.2|75|15.0
884.0|75|18.75
473.7|75|10.71
594.68|75|8.33
475.3|75|8.33
379.16|75|12.5
595.31|75|25.0
221.6|75|18.75
340.0|75|5.77
657.504|75|37.5
539.112|75|7.5
527|75|6.82
511.16|74|6.17
121.68|74|5.69
570.077|74|74.0
233.5|74|6.73
140|74|6.73
981.43|74|74.0
912.024|74|10.57
390.132|74|7.4
181.22|74|9.25
821.09|74|10.57
874|74|5.29
388.11|74|10.57
518.09|74|9.25
112.709|74|74.0
852.0|74|12.33
584.9|74|12.33
547.1|74|18.5
638.9|74|9.25
519.7|74|5.69
498.66|74|6.17
811.08|74|3.22
233.492|74|14.8
490.4|74|6.17
375.48|74|3.89
223.58|74|12.33
385.9|74|7.4
511.171|74|1.8
430.09|74|12.33
600.92045|74|18.5
539.98|74|9.25
233.44|74|14.8
329.01|73|10.43
671.61|73|12.17
568.2|73|4.29
802.06|73|14.6
688.15099|73|18.25
688.19|73|36.5
349.077|73|24.33
183.646|73|6.64
673.5099|73|7.3
691.1504|73|14.6
565.267|73|24.33
693.9|73|10.43
152.4|73|5.62
802.7|73|6.08
363.77|73|4.87
376.0|73|36.5
673.811|73|4.87
500.99|73|24.33
428|73|6.64
592.004|73|14.6
453.43|73|36.5
512.513|73|9.12
982.4802|73|24.33
592.36|73|73.0
617.8|73|12.17
160.99|73|6.64
839.64|73|7.3
168|73|7.3
325.53|73|6.08
228.95|73|5.62
472.3|73|6.08
609.203|73|10.43
233.22|73|12.17
886.0|73|24.33
471.0|73|18.25
610.9116|73|18.25
544.1|73|24.33
591.1|73|10.43
164.12|73|12.17
660.2|73|18.25
513.853|73|18.25
925.0|73|12.17
413.82|73|10.43
912.064|72|12.0
309.1111|72|3.79
160.256|72|18.0
327.809|72|36.0
883.09|72|24.0
194.2|72|10.29
370.73|72|18.0
710.109|72|4.0
517.1|72|4.8
320.15|72|14.4
325.35|72|14.4
332.62|72|7.2
594.572|72|24.0
376.64|72|5.54
698.98|72|9.0
180.733|72|18.0
691.65|72|12.0
409.12|72|14.4
070.911|72|2.48
598.3|72|9.0
168.0|72|36.0
191.4|72|10.29
636.6|72|36.0
519.3398|72|24.0
336.78|72|8.0
510.099|72|72.0
370.71|72|4.24
540.099|72|10.29
235.25|72|8.0
234.15|72|10.29
617.7|72|72.0
325.92|72|8.0
549.78|72|6.0
321.32099|72|72.0
982.3102|72|18.0
671.3|72|12.0
691.4|71|23.67
229.099|71|17.75
219.11|71|8.88
331.5413|71|7.89
696.1|71|14.2
412.6|71|17.75
527.7|71|10.14
481.63|71|8.88
338.9|71|35.5
792.84|71|14.2
182.6913|71|4.73
981.19702|71|17.75
982.9902|71|35.5
574.753|71|10.14
325.473|71|8.88
323.66|71|3.23
193.0|71|10.14
361.81|71|8.88
194.8|71|35.5
516.545|71|14.2
189.4|71|8.88
880.99|71|10.14
862.09|71|7.1
4.2212|71|10.14
513.8522|71|11.83
981.19702|71|23.67
569.95|71|4.73
671.4|71|8.88
513.817|70|10.0
530.35|70|10.0
518.31|70|6.36
331.24|70|11.67
574.48|70|17.5
414.63|70|17.5
342.135|70|7.78
701.2|70|11.67
160.29|70|11.67
833.6082|70|70.0
236.2|70|7.78
512.548|70|70.0
325.743|70|14.0
802.4|70|5.0
332.18|70|70.0
324.8|70|4.38
336.0911|70|4.67
588.1|70|11.67
4.575|70|23.33
558.92|70|10.0
556.775|70|17.5
365.6|70|10.0
559.41|70|4.38
912.026|70|8.75
926.03|70|11.67
526.36|70|23.33
323.56|70|5.83
594.3993|70|10.0
373.21|70|10.0
684.9|70|3.68
513.923|70|10.0
513.042|70|5.83
365.44|70|17.5
325.6|70|6.36
709|70|5.83
525.6|70|5.38
519.2|70|14.0
631.4|70|7.0
165.3|70|10.0
185.5099|69|13.8
513.826|69|9.86
360.109|69|5.75
911.048|69|13.8
325.663|69|7.67
522.62|69|17.25
324.47|69|8.62
613.2|69|6.27
524.804|69|34.5
024.9|69|7.67
388.313|69|9.86
452.15|69|13.8
981.1402|69|13.8
575.81|69|8.62
350.077|69|23.0
632|69|5.75
592.804|69|17.25
326.11|69|2.88
350.31|69|8.62
631.21104|69|7.67
181.44|69|9.86
223.52|69|8.62
498.0025|69|23.0
321.53|69|11.5
236.997|69|11.5
519.385|69|6.9
592.5|69|11.5
326.76|69|4.31
326.763|69|7.67
511.405|69|11.5
211.16|69|9.86
787.5|69|23.0
673.51104|69|8.62
873.09|69|8.62
872|69|5.75
192|69|5.31
594.24|69|23.0
160.28|69|13.8
82.1|69|8.62
379.11|69|9.86
513.75|69|13.8
530.232|68|6.8
530.025|68|3.09
744.077|68|34.0
982.551|68|68.0
810.0|68|4.53
410.34|68|22.67
598.23|68|9.71
320.19|68|8.5
981.94|68|17.0
331.48|68|7.56
411.0|68|34.0
912.08|68|13.6
160.2|68|7.56
671.6|68|17.0
511.167|68|7.56
360.2|68|3.58
546.0|68|9.71
165.87|68|5.67
548.95|68|6.8
233.28|68|17.0
523|68|6.8
713.4|68|3.78
892.97|68|22.67
115.2|68|22.67
511.6|68|17.0
364.61|68|6.8
833.609|68|6.8
654.35|68|11.33
375.40298|68|11.33
574.024|68|13.6
490.73|68|13.6
556.7|68|3.24
235.8|68|6.18
574.52|68|22.67
080|68|2.62
220.912|68|4.86
326.180911|68|5.67
591.98|68|2.62
840.81|68|8.5
745.4|68|17.0
924.045|68|11.33
491.529|68|13.6
585.52|68|68.0
321.327|67|33.5
187.42|67|8.38
379.099|67|22.33
235.36|67|9.57
578|67|6.7
321.8|67|16.75
420.76|67|22.33
340.209|67|5.58
70.45|67|11.17
394|67|8.38
392.08|67|33.5
513.92|67|7.44
162.3|67|11.17
592.02|67|13.4
169.3|67|16.75
775.0|67|13.4
545.7|67|22.33
811.6082|67|4.79
481.4|67|13.4
820.904|67|9.57
025.26|67|16.75
910.2|67|5.15
338.2|67|3.19
416|67|22.33
221.91|67|7.44
813.6099|67|13.4
013.019|67|6.7
191.5|67|9.57
676.5|67|13.4
515.76|66|33.0
982.6802|66|33.0
525.78|66|16.5
390.2|66|4.12
183.222|66|13.2
376.6|66|4.4
412.81|66|16.5
982.5|66|22.0
365.1303|66|11.0
189.72|66|7.33
4.67|66|11.0
718|66|2.75
236.41|66|6.6
539.7023|66|8.25
859.8|66|22.0
843.3|66|9.43
701.01|66|9.43
839.3|66|3.47
182.233|66|13.2
516.9385|66|9.43
830.99|66|6.0
654.232|66|16.5
364.3|66|1.65
563.3|66|4.12
004.575|66|11.0
231.23|66|22.0
493.73|66|22.0
489|66|11.0
922.02|66|6.6
509.11|66|3.88
671.8|66|22.0
701.704|66|22.0
325.37|66|9.43
988.6|66|22.0
481.0|66|9.43
592.09|66|22.0
515.5|66|9.43
566.8453|66|16.5
512.5153|66|6.6
911.008|66|6.0
514.35|66|8.25
388.11199|66|8.25
559.98|66|8.25
328.16|66|13.2
415.83|65|5.91
528.91|65|7.22
336.33|65|5.91
589.61|65|10.83
326.392|65|8.12
570|65|6.5
921.04|65|7.22
365.64|65|21.67
559.34475|65|16.25
321.38|65|8.12
187.1|65|10.83
513.8914099|65|65.0
329.4011|65|8.12
699.2|65|9.29
517.524|65|32.5
338.09|65|7.22
282|65|9.29
911.68|65|32.5
681.3|65|10.83
985|65|10.83
892.84|65|13.0
376.474|65|21.67
323.6|65|5.0
370.11|65|5.91
332.277|65|13.0
657.0926|65|65.0
592.25|65|10.83
320.3|65|16.25
662.47|65|9.29
843.509|65|4.64
183.0|65|10.83
594.5076|65|21.67
594.38|65|32.5
982.6902|65|32.5
340.924|64|4.57
321.5413|64|9.14
522.8|64|8.0
243|64|21.33
569.31|64|5.82
653.28|64|12.8
698.6|64|4.27
861.099|64|12.8
558.35|64|8.0
470.9|64|7.11
320.01|64|9.14
911.1|64|10.67
674.04|64|21.33
512.516|64|21.33
220.99|64|5.82
364.2|64|21.33
325.48|64|32.0
630.911|64|6.4
617.82|64|21.33
375.2262|64|8.0
594.522|64|12.8
340.18|64|21.33
485.0025|64|16.0
326.32|64|9.14
754.0|64|12.8
331.5411|64|3.76
364.262|64|12.8
774.0|64|21.33
692.0693|64|4.57
508.0|64|12.8
204.4|64|5.82
530.3|64|10.67
670.912|64|4.27
331.235|63|9.0
331.04|63|21.0
987|63|7.88
233.6|63|7.88
574.75304|63|63.0
151.04|63|9.0
114.1|63|63.0
413.84|63|9.0
439.7|63|6.3
412.82|63|31.5
413.7|63|12.6
513.2|63|5.73
342.1099|63|31.5
673.52|63|6.3
026.6|63|4.5
322.81|63|9.0
539.75|63|5.25
823.8|63|10.5
365.722|63|10.5
201.09|63|21.0
326.78|63|6.3
325.74|63|7.88
114.1|63|10.5
113.2|63|9.0
345|63|1.62
334.2232|63|5.25
327.0918|63|12.6
742.0|63|7.88
874.0|63|15.75
543.7|63|6.3
953|63|7.88
606.927|63|21.0
29.85|63|7.88
376.6|63|5.25
364.291|63|7.88
331.0911|63|3.94
513.854|62|20.67
070.04|62|4.13
294.3|62|15.5
326.1809141|62|12.4
594.5104|62|15.5
720.1|62|20.67
005.116|62|15.5
152.216|62|6.2
912.04|62|20.67
528.0|62|15.5
183.645|62|20.67
472.526325|62|4.77
662.8|62|12.4
199.4|62|6.2
477.911|62|3.88
309.12|62|4.77
302|62|15.5
199.2|62|2.82
332.204|62|10.33
373.21|62|15.5
204.15|62|31.0
013.04|62|5.64
160.212|62|20.67
191.16|62|12.4
563.99|62|8.86
811.6081|62|8.86
234.82|62|6.89
367.56|62|20.67
688.0942|62|7.75
325.751|62|62.0
892.5|62|15.5
472.234|62|10.33
600.906|62|20.67
320.904|61|12.2
620.911|61|3.39
183.6|61|7.62
377.004|61|15.25
326.2023|61|2.03
513.938|61|10.17
366.24|61|6.1
326.180913|61|30.5
366.241|61|30.5
980.4|61|10.17
911.001|61|5.08
911.072|61|6.78
594.52|61|15.25
798.1|61|12.2
373.33|61|7.62
892.81|61|5.08
331.01|61|7.62
326.1|61|5.55
361.5|61|7.62
5.16|61|30.5
513.36|61|12.2
329.4042|61|10.17
811.808|61|5.08
654.54|61|20.33
329.14|61|4.69
326.318|61|2.03
443.43|61|12.2
512.51|61|10.17
517.523|61|10.17
574.752|61|15.25
364.53|61|12.2
376.637|61|15.25
474.342|61|61.0
594.3466|61|8.71
985.502|61|8.71
981.9502|61|15.25
388.11199|61|6.78
670.13|61|4.07
309.1236|61|12.2
511.4|61|7.62
344.2|61|10.17
513.81|61|6.1
670.24|61|7.62
513.73|60|5.0
695.6|60|30.0
591.11|60|60.0
653.24|60|15.0
598.6|60|7.5
779.0|60|12.0
474.0|60|8.57
924.05|60|7.5
549.78|60|3.75
481.632|60|8.57
170.77|60|60.0
638.0911|60|7.5
569.3027|60|30.0
566.87|60|12.0
519.21|60|15.0
325.51|60|12.0
524|60|5.0
598.45|60|7.5
598.7|60|15.0
309.14221|60|12.0
517.548|60|8.57
867|60|10.0
331.138|60|7.5
244|60|30.0
391.1|60|4.62
513.1|60|6.67
362.042|60|7.5
593.7|60|10.0
187.2|60|30.0
594.39|60|20.0
238.20911|60|6.0
410.17|60|15.0
925.5|60|15.0
320.99|60|10.0
301.1|60|10.0
024.32|60|10.0
381.79|60|12.0
375.4|60|7.5
390.9|60|10.0
513.8525|60|15.0
593.23|60|15.0
559.31|60|15.0
811.099|60|4.62
233.77|60|20.0
809.07|60|4.0
475.163|59|11.8
913.99|59|11.8
911.64|59|7.38
594.56|59|6.56
980.109|59|9.83
691.8|59|3.93
658.31|59|11.8
527.49|59|6.56
325.66|59|19.67
421.5|59|6.56
421.3|59|5.9
221.4|59|14.75
984.2902|59|59.0
594.25|59|29.5
578.7|59|11.8
527.37|59|9.83
594.516|59|6.56
596.023|59|7.38
556.202|59|11.8
657.099|59|7.38
332.24|59|7.38
454.9|59|8.43
911.055|59|7.38
235.21|59|11.8
322.95148|59|19.67
321.329076|59|29.5
511.17|59|11.8
881.04|59|59.0
640.911|59|3.93
327.9812|59|4.21
513.76|59|7.38
698.33|59|11.8
513.53|59|5.9
321.342|59|19.67
495.1396|59|14.75
384.7|59|2.81
912.034|59|14.75
827|59|6.56
984.221|59|19.67
324.475|59|14.75
236.99|59|4.54
180.8|59|7.38
843.03|59|29.5
373.22|59|8.43
399.12|59|14.75
004.578|59|19.67
698.0911|59|5.36
107.3|59|14.75
346|59|4.54
566.794|59|9.83
512.0|59|8.43
370.199|59|3.93
116|59|11.8
913.04|59|11.8
636.9|59|8.43
944|59|6.56
340.13|59|8.43
012|59|4.92
327.53|59|11.8
536|59|4.92
594.3544|59|19.67
926.07|59|9.83
600.71|59|29.5
592.35|59|14.75
911.076|58|4.14
233.088|58|4.46
192.4|58|4.46
233.212|58|9.67
637.9|58|7.25
336.04|58|4.83
472.1882|58|11.6
811.6209|58|1.87
325.014|58|5.8
573.104|58|7.25
307|58|19.33
530.25|58|9.67
390.2|58|9.67
183.7|58|9.67
223.55|58|9.67
609.28|58|58.0
562.11|58|19.33
526.52|58|8.29
569.93|58|2.52
375.146|58|4.14
983.7502|58|29.0
574.92|58|14.5
243.65|58|19.33
692.8|58|9.67
433.192|58|8.29
273.0|58|14.5
310.1|58|11.6
631.2|58|5.8
326.73|58|14.5
735.03|58|29.0
831.309|58|19.33
633.04|58|58.0
224|58|3.87
440.9|58|14.5
594.4|58|19.33
513.34|58|7.25
328.52|58|9.67
692.04|58|2.52
514.26074|58|19.33
235.1|58|7.25
497.94|58|19.33
513.74|58|19.33
594.563|58|11.6
364.215|58|3.41
821.6|58|8.29
860.81|58|4.83
361.077|58|19.33
698.9|57|6.33
859.81099|57|11.4
475.0733|57|28.5
813.61|57|2.38
700.99|57|19.0
823.09|57|2.71
556.04|57|9.5
981.69502|57|14.25
325.471099|57|57.0
020.76|57|14.25
183.632|57|9.5
931.1|57|8.14
593.235|57|11.4
525.9077|57|57.0
321.62|57|6.33
516.54|57|14.25
204.3|57|14.25
685.0|57|3.56
392.4|57|19.0
329.94|57|2.19
942.03|57|11.4
671.14|57|11.4
325.026|57|19.0
425.525|57|11.4
350.79|57|57.0
609.3|57|14.25
539.70913|57|9.5
983.1102|57|19.0
650.45|57|57.0
375.4716|57|14.25
598.2|57|14.25
796.7|57|3.8
349.42029|57|11.4
234.172|57|11.4
440.8|57|6.33
981.199|57|14.25
429.225|57|57.0
566.8758|57|14.25
442.6|57|4.07
511.163|57|8.14
562.0|57|11.4
911.56|57|9.5
367.0942|57|8.14
140.8|56|4.67
345.11|56|2.95
680.942|56|11.2
554.4|56|18.67
519.85|56|5.6
509.0|56|11.2
553.33076|56|28.0
928.6|56|56.0
929.81|56|2.8
421.14|56|18.67
998.8|56|14.0
349.81|56|5.6
923.6|56|28.0
363.64|56|14.0
478.0|56|56.0
340.28|56|8.0
340.27|56|14.0
327.8099|56|56.0
364.61|56|56.0
609.29|56|14.0
325.09|56|8.0
484|56|9.33
325.85|56|14.0
911.55|56|3.29
514.004|56|28.0
497.9|56|14.0
370.925|56|14.0
470.2|56|6.22
518.1|56|3.73
517.37|56|56.0
695.1099|56|5.6
452.43|56|6.22
458.7|56|7.0
527.3|56|9.33
235.6|56|4.67
556.8|56|5.09
634|56|6.22
336.22|56|2.33
912.0099|56|11.2
911.99|56|7.0
516.5|56|5.6
680.0|56|3.5
326.7|56|5.6
539.912|56|4.0
823.509|56|8.0
338.632|56|18.67
529.69|56|5.09
928.0|55|11.0
237.0|55|5.0
739.83|55|11.0
570.7|55|18.33
327.98141|55|13.75
559.99|55|11.0
321.6|55|11.0
525.93|55|7.86
451.9|55|9.17
692.076|55|7.86
349.42011|55|5.0
579.5|55|18.33
792.85|55|6.11
912.0025|55|3.44
152.217|55|13.75
181.9|55|7.86
745.7|55|55.0
929.9|55|11.0
811.61|55|2.62
714.03|55|4.23
326.178|55|9.17
331.5099|55|9.17
365.72|55|18.33
368.121|55|3.67
181.36|55|18.33
365.1077|55|27.5
155.09|55|9.17
566.804|55|27.5
675.21|55|11.0
735.4|55|18.33
151.51|55|3.24
211.17|55|27.5
223.85|55|27.5
380.0|55|13.75
691.2099|55|11.0
481.632|55|9.17
517.376|55|7.86
194.0|55|7.86
332.2204|55|18.33
233.017|55|18.33
325.027|55|9.17
112.0|55|9.17
513.142|55|27.5
813.6209|55|4.23
325.61|55|6.11
989.0|55|9.17
376.647|55|18.33
379.7|55|6.88
734.0|55|11.0
543.41|55|27.5
598.18|54|7.71
396.8|54|9.0
912.043|54|18.0
699.104|54|5.4
926.06|54|18.0
691.71|54|6.75
950.0|54|9.0
929.9|54|27.0
547.78|54|54.0
559.7|54|4.15
1.4|54|27.0
442|54|10.8
808.4|54|7.71
238.482|54|3.38
701.08|54|13.5
321.544|54|7.71
219.23|54|18.0
692.07|54|5.4
337.3|54|2.25
329.142|54|4.15
322.8311|54|2.57
982.5502|54|27.0
682|54|5.4
517.9604|54|10.8
370.9237|54|9.0
594.554|54|13.5
815.0|54|6.75
185.58|54|10.8
367.004|54|7.71
160.29|54|27.0
688.07|54|9.0
915.04|54|6.0
543.4|54|6.75
476.099|54|5.4
332.61|54|18.0
5.567|54|27.0
484.4|54|6.0
197.09|54|9.0
821.7|54|2.84
480.9|54|10.8
480.3|54|4.15
20.0|54|13.5
321.58|54|6.75
331.3711|54|13.5
839.4099|54|54.0
913.03|54|10.8
309.1231|54|9.0
600.8|53|10.6
598.104|53|5.89
001.09|53|5.89
301.65|53|8.83
309.2|53|2.21
475.15|53|13.25
988.56|53|10.6
860|53|7.57
637.9|53|13.25
338.07|53|17.67
927.0|53|26.5
715.4|53|17.67
325.22|53|6.62
802.31|53|53.0
231.1|53|5.89
699.1099|53|8.83
320.099|53|7.57
679.1|53|2.94
574.07|53|17.67
431.12|53|26.5
367.04|53|13.25
673.5|53|7.57
165.9|53|17.67
490.3|53|13.25
164.42|53|13.25
165.74|53|5.89
325.345|53|7.57
325.29|53|4.82
70.437|53|26.5
594.55|53|13.25
5.72|53|10.6
327.855|53|17.67
833.3|53|17.67
833.08|53|26.5
516.98|53|6.62
698.04|53|17.67
325.43|53|53.0
653.12|53|5.89
813.0|53|10.6
695.59|53|17.67
724.3|53|53.0
443.7|53|8.83
981.323|53|53.0
517.96|53|13.25
234.0|53|8.83
370.92|53|13.25
342.109|53|17.67
321.531|53|10.6
688.5|53|3.79
013.4|53|13.25
641.2|53|10.6
377.704|52|8.67
291.5|52|52.0
522.1|52|4.33
700.11|52|10.4
568.3|52|6.5
888.0|52|17.33
233.007|52|10.4
181.11|52|10.4
565.12|52|10.4
516.9|52|13.0
940|52|7.43
511.3|52|8.67
592.91|52|10.4
559.4|52|3.71
522.31|52|4.33
182.21|52|26.0
020.9|52|4.73
982.9902|52|13.0
331.13|52|17.33
365.4|52|17.33
421.6|52|8.67
696.7|52|6.5
585.04|52|17.33
440.4|52|26.0
381.309|52|4.0
327.97|52|13.0
188.2|52|52.0
004.014|52|8.67
540.2|52|17.33
823.709|52|4.0
325.88|52|26.0
641|52|7.43
189.72|52|6.5
320.109|52|10.4
336.996|52|6.5
454.8|52|17.33
609.263|52|52.0
450.911|52|3.25
911.071|52|5.2
451.32|52|1.86
499.0|52|10.4
830.903|52|13.0
132.4|52|13.0
439.2|52|5.78
678.51|52|13.0
519.24|52|8.67
574.3|52|10.4
670.88|52|10.4
513.753|52|13.0
569.91|52|2.0
326.39023|52|3.47
414.07|51|51.0
511.56|51|25.5
411.4|51|25.5
594.3442|51|12.75
610.9|51|10.2
235.733|51|6.38
515.19|51|5.67
121.0|51|10.2
573.109|51|25.5
115.0|51|8.5
981.3302|51|17.0
525.404|51|51.0
684.7|51|4.64
592.009|51|10.2
233.098|51|10.2
477|51|7.29
331.530911|51|51.0
325.36|51|3.4
378.5|51|17.0
326.361|51|8.5
221.1|51|17.0
598.54|51|12.75
362.116|51|3.64
474.6|51|17.0
813.7082|51|6.38
402.6|51|25.5
701.09|51|10.2
912.12|51|17.0
924.07|51|8.5
911.0563|51|17.0
658.09|51|8.5
980.204|51|51.0
512.869|51|8.5
575.7|51|7.29
374.19|51|2.43
520.9|51|8.5
981.48|51|17.0
373.71|51|51.0
674.8|51|7.29
327.85076|51|6.38
566.8713|51|12.75
519.83|51|12.75
472.52636|51|7.29
698.27|51|25.5
511.18042|50|16.67
926.3|50|8.33
712.0|50|5.0
301.9|50|6.25
429.264|50|16.67
534.04|50|3.85
754.03|50|25.0
542.4|50|6.25
902|50|5.56
594.7|50|25.0
574.6|50|3.85
376.5471|50|10.0
329.07|50|25.0
361.0|50|10.0
321.9|50|7.14
590.4|50|50.0
523.625|50|16.67
138|50|5.56
213|50|8.33
339.22|50|16.67
340.926|50|4.55
495.65|50|16.67
530.8|50|3.85
633.7|50|25.0
010.1|50|8.33
670.1|50|5.56
519.132|50|50.0
190.109|50|10.0
493.95|50|16.67
233.32|50|16.67
701.04|50|5.0
740.1|50|5.56
892.809|50|5.0
373.1|50|1.92
350.1|50|4.17
662.4|50|16.67
379.13|50|5.56
513.1|50|12.5
475.099|50|12.5
609.2045|50|10.0
982.5602|50|10.0
594.511|50|12.5
331.6|50|6.25
388.113|50|3.85
582|50|12.5
452.0911|50|7.14
439.75|50|16.67
183.633|50|25.0
366.3|50|1.52
136.5|50|4.17
792.67|50|12.5
540.23|50|2.17
527.57|50|12.5
592.382|50|50.0
510.7|50|10.0
375.107|50|25.0
912.032|50|10.0
327.0942|50|16.67
29.52|50|6.25
688.018|50|12.5
617.80911|50|10.0
792.95|50|5.56
981.4|50|50.0
233.787|50|25.0
238|49|7.0
911.051|49|8.17
012.95|49|12.25
224.1|49|4.45
519.14|49|9.8
677.92|49|49.0
375.13|49|4.45
574.0282|49|49.0
411.8|49|49.0
671.63|49|8.17
574.1|49|16.33
507.0|49|8.17
223.579|49|12.25
230.9|49|9.8
202|49|4.45
509.12|49|8.17
692.067|49|5.44
610.91|49|12.25
321.57099|49|4.9
350.7076|49|9.8
911.082|49|49.0
327.64|49|16.33
715.9|49|2.13
830.906|49|2.88
189.25|49|9.8
606.925|49|24.5
70.99|49|9.8
730.76|49|12.25
373.23|49|7.0
926.061|49|16.33
510.74|49|6.12
512.83|49|16.33
980.3|49|4.45
595.12|49|24.5
595.48|49|24.5
380.91165|49|9.8
600.9205|49|9.8
650.67|49|24.5
233.42|49|9.8
004.221|49|24.5
233.63|49|9.8
892.52|49|6.12
654.5|49|9.8
350.21|49|9.8
375.41|49|12.25
004.015|49|12.25
513.8521|49|16.33
235.01|49|49.0
321.5411|49|9.8
689.04|49|9.8
516.33|49|9.8
911.023|49|8.17
592.99|49|2.13
679.0|49|4.45
524.1|49|12.25
813.61|49|4.45
511.183|49|24.5
233.108|49|7.0
912.036|49|7.0
563.6|49|9.8
512.87|49|4.45
748|49|12.25
999.81|48|3.43
992|48|8.0
472.88|48|12.0
477.3|48|6.86
361.44|48|12.0
326.36|48|4.36
327.855|48|24.0
516.4|48|16.0
361.75|48|8.0
233.68|48|12.0
472.16|48|8.0
685.1099|48|12.0
331.507|48|24.0
654.48|48|16.0
325.335|48|9.6
594.76|48|12.0
595.1|48|48.0
152.224|48|6.0
192.3|48|3.0
740.72|48|16.0
334.9|48|6.86
320.03|48|24.0
331.5411|48|6.0
367.3099|48|4.36
320.929|48|6.0
600.4|48|6.86
594.2|48|16.0
558.3334|48|16.0
409.2|48|12.0
349.1|48|4.36
151.58099|48|24.0
566.844|48|24.0
211.16|48|24.0
555.611|48|4.8
542.0|48|9.6
389.0911|48|4.0
515.17|48|3.43
540.16|48|16.0
186.076|48|48.0
981.14602|48|9.6
650.69|48|24.0
559.3457|48|16.0
165.77099|48|12.0
238.248|48|8.0
549.704|48|4.36
325.36|48|6.0
603|48|6.0
517.571|48|8.0
361.3|48|8.0
443.8875|48|16.0
714.5|48|6.86
485.1604|48|12.0
480.12|48|16.0
911.001|48|16.0
519.229|48|24.0
570.32|48|4.36
1.1|48|24.0
928.04|48|12.0
410.911|48|9.6
911.9|48|4.0
693.4|48|9.6
577.3|48|12.0
811.62|48|2.82
594.4|48|16.0
326.392|48|4.36
309.1|48|12.0
337.0918|47|11.75
596.9|47|11.75
388.112|47|11.75
539.91|47|3.92
539.709116|47|23.5
475.54|47|11.75
521.9|47|11.75
329.441|47|15.67
543.6|47|3.36
634.2|47|11.75
233.0774|47|15.67
573.2099|47|15.67
701.018|47|6.71
701.02|47|4.7
651.0911|47|47.0
513.897|47|23.5
560.9|47|15.67
934.3|47|47.0
595.333|47|47.0
476.7|47|9.4
340.928|47|9.4
570.3|47|5.22
321.504|47|11.75
592.362|47|47.0
325.27|47|4.7
337.0926|47|11.75
403.4|47|15.67
394.52|47|15.67
332.64|47|9.4
926.072|47|9.4
598.52|47|23.5
513.0|47|23.5
556.2033|47|7.83
440.902|47|15.67
321.504|47|9.4
375.14692|47|3.13
81.0|47|23.5
569.9864|47|1.47
513.994356|47|23.5
326.1404|47|4.27
540.023|47|11.75
236.01|47|5.88
235.6099|47|7.83
942.21|47|9.4
309.125|47|7.83
656.8|47|15.67
559.1|47|5.22
325.358|47|23.5
587.132|47|47.0
026.99|47|3.62
360.911|47|1.57
540.15|47|5.22
181.23|47|9.4
24.91|47|11.75
511.1689|47|11.75
681.5099|47|15.67
233.75|46|23.0
185.34|46|7.67
181.25|46|11.5
553.8|46|23.0
365.54|46|9.2
160.4|46|11.5
863.09|46|4.6
320.19|46|46.0
215.82|46|4.18
646.0|46|46.0
364.81|46|4.18
511.1779|46|23.0
530.966|46|3.07
451.136|46|23.0
364.215|46|4.6
233.64|46|11.5
376.54|46|7.67
365.78|46|15.33
840.99|46|6.57
004.2212|46|5.11
331.63|46|5.75
596|46|11.5
710.1|46|2.0
574.55|46|9.2
359.42|46|6.57
223.1|46|23.0
925.03|46|15.33
981.23405|46|46.0
510.34|46|15.33
540.092|46|15.33
556.021|46|23.0
160.9|46|11.5
374.0|46|5.75
518.4|46|9.2
388.204|46|15.33
727.2|46|46.0
327.564|46|46.0
519.86|46|7.67
497.0|46|7.67
606.927|46|23.0
430.34|46|9.2
194.5|46|9.2
658.0911|46|6.57
320.182|46|46.0
512.7|46|5.75
152.412|46|23.0
324.0|46|11.5
691.7|46|11.5
005.2|46|23.0
981.6902|46|15.33
980.27|46|11.5
367.56077|46|46.0
513.163|46|23.0
338.13|46|11.5
326.743|46|15.33
574.55|46|9.2
309.11469|46|7.67
010|46|4.6
512.1|46|9.2
309.114|46|7.67
320.91|45|9.0
569.98|45|0.88
005.75331|45|15.0
301.2|45|5.0
326.340911|45|9.0
594.509|45|22.5
813.09|45|1.88
204.15|45|5.62
540.09|45|11.25
498.05|45|4.5
792.52|45|4.5
346.24|45|7.5
152.41|45|7.5
569.41|45|11.25
338.1|45|5.62
418.71|45|22.5
005.16|45|22.5
182.23|45|22.5
540.16|45|9.0
982.3402|45|22.5
021.311|45|15.0
181.6|45|22.5
653.1105|45|15.0
364.291|45|11.25
984.302|45|9.0
360.099|45|7.5
376.9|45|9.0
136.5|45|15.0
412.5|45|45.0
598.15|45|5.0
320.925|45|3.46
981.2502|45|11.25
331.50911|45|5.62
331.43|45|6.43
679.099|45|4.09
238.19|45|5.0
367.08|45|11.25
485.16025|45|15.0
981.4802|45|45.0
688.3|45|7.5
694.8|45|9.0
491.564|45|11.25
24.4|45|3.75
990.97|45|4.09
981.197|45|6.43
374.71|45|9.0
517.92|45|3.0
360.54|45|6.43
810.609|45|9.0
385.7|45|9.0
233.75|45|6.43
911.032|45|4.09
365.8077|45|9.0
365.9|45|9.0
822.7|45|3.0
897.1|45|15.0
181.81|45|11.25
811.24|45|3.21
448.0|45|11.25
381.5|45|15.0
309.1234|45|11.25
598.124|45|4.09
600.6|45|6.43
412.824|45|22.5
523.076|45|45.0
321.524|45|7.5
556.7076|44|22.0
632.4|44|14.67
231.3|44|7.33
